,response,numConf,qualConf,socialAnswer,socialNumConf,socialQualConf,answer,states,id,gender,politics,education,age,socialSize,socialInfo,correct_start,difficulty,pol_recode,gender_recode,edu_recode,age_recode,id_recode,state_recode
0,True,89.0,It is certainly correct,True,91.0,It is certainly correct,True,ID,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,8.0,54.0,True,0.8051948051948052,5,1,2,4,127,12
1,True,93.0,It is certainly correct,True,100.0,It is certainly correct,True,WV,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,6.0,82.0,True,0.8227848101265823,5,1,2,4,127,48
3,True,100.0,It is certainly correct,True,93.0,It is certainly correct,True,TN,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,6.0,84.0,True,0.8082191780821918,5,1,2,4,127,41
4,True,100.0,It is certainly correct,False,92.0,It is certainly correct,True,OK,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,13.0,0.0,True,0.8481012658227848,5,1,2,4,127,35
5,False,100.0,It is certainly correct,True,93.0,It is certainly correct,True,TX,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,12.0,58.0,False,0.8095238095238095,5,1,2,4,127,42
6,False,100.0,It is certainly correct,True,88.0,It is certainly correct,True,NH,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,10.0,93.0,False,0.7560975609756098,5,1,2,4,127,29
8,True,100.0,It is certainly correct,True,96.0,It is certainly correct,True,WI,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,12.0,89.0,True,0.8169014084507042,5,1,2,4,127,47
9,False,100.0,It is certainly correct,False,91.0,It is certainly correct,True,CT,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,10.0,38.0,False,0.8472222222222222,5,1,2,4,127,6
11,True,100.0,It is certainly correct,True,89.0,It is certainly correct,True,AZ,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,13.0,92.0,True,0.8555555555555555,5,1,2,4,127,3
12,False,100.0,It is certainly correct,False,91.0,It is certainly correct,True,WA,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,12.0,62.0,False,0.6944444444444444,5,1,2,4,127,46
14,False,100.0,It is certainly correct,False,88.0,It is certainly correct,True,ND,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,5.0,66.0,False,0.7361111111111112,5,1,2,4,127,27
17,False,100.0,It is certainly correct,False,90.0,I am unsure if it is correct,True,NJ,5260eff7-9b88-6ab2-9def-d94b9b0fb52e,Male,Very Liberal,College,45-54,12.0,37.0,False,0.7045454545454546,5,1,2,4,127,30
0,True,77.0,It is probably correct,True,86.0,It is probably correct,True,TX,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,5.0,62.0,True,0.8095238095238095,2,2,1,5,397,42
1,True,92.0,It is certainly correct,True,89.0,It is probably correct,True,RI,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,6.0,87.0,True,0.9411764705882353,2,2,1,5,397,38
2,True,71.0,It is probably correct,True,96.0,It is certainly correct,True,AL,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,13.0,80.0,True,0.7926829268292683,2,2,1,5,397,1
5,True,70.0,It is probably correct,False,70.0,It is probably correct,True,WA,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,5.0,48.0,True,0.6944444444444444,2,2,1,5,397,46
9,True,88.0,It is probably correct,True,87.0,It is probably correct,True,AR,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,2.0,61.0,True,0.8253968253968254,2,2,1,5,397,2
10,True,86.0,It is probably correct,True,83.0,It is probably correct,True,LA,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,2.0,5.0,True,0.8142857142857143,2,2,1,5,397,17
11,True,81.0,It is probably correct,True,60.0,It is probably correct,True,CA,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,10.0,5.0,True,0.9393939393939394,2,2,1,5,397,4
14,True,86.0,It is probably correct,True,83.0,It is probably correct,True,GA,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,5.0,7.0,True,0.8072289156626506,2,2,1,5,397,9
18,True,71.0,It is probably correct,True,62.0,It is probably correct,True,MN,f5dd90aa-0df0-15f9-20b2-a6f62a49137f,Female,Conservative,Graduate Degree or Higher,55-64,6.0,24.0,True,0.7534246575342466,2,2,1,5,397,22
1,False,60.0,I am unsure if it is correct,False,79.0,It is probably correct,True,UT,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,3.0,16.0,False,0.875,4,2,4,5,327,43
2,True,70.0,I am unsure if it is correct,True,70.0,It is probably correct,True,Hi,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,12.0,41.0,True,0.8701298701298701,4,2,4,5,327,10
3,True,81.0,It is probably correct,True,60.0,I am unsure if it is correct,True,CA,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,9.0,36.0,True,0.9393939393939394,4,2,4,5,327,4
5,True,85.0,It is probably correct,True,60.0,I am unsure if it is correct,True,OR,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,4.0,42.0,True,0.7126436781609196,4,2,4,5,327,36
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NC,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,8.0,94.0,True,0.8170731707317073,4,2,4,5,327,26
8,False,81.0,It is probably correct,False,59.0,I am unsure if it is correct,True,OK,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,13.0,43.0,False,0.8481012658227848,4,2,4,5,327,35
10,True,85.0,It is probably correct,True,87.0,It is probably correct,True,WY,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,6.0,84.0,True,0.7922077922077922,4,2,4,5,327,49
11,True,60.0,I am unsure if it is correct,True,81.0,It is probably correct,True,MN,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,13.0,66.0,True,0.7534246575342466,4,2,4,5,327,22
14,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,GA,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,3.0,71.0,True,0.8072289156626506,4,2,4,5,327,9
15,True,70.0,It is probably correct,True,78.0,It is probably correct,True,IN,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,2.0,70.0,True,0.9047619047619048,4,2,4,5,327,13
16,True,60.0,I am unsure if it is correct,True,83.0,It is probably correct,True,KS,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,3.0,94.0,True,0.75,4,2,4,5,327,15
17,True,60.0,I am unsure if it is correct,True,91.0,It is probably correct,True,Il,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,2.0,92.0,True,0.7866666666666666,4,2,4,5,327,14
19,True,76.0,It is probably correct,False,53.0,I am unsure if it is correct,True,RI,cad7d211-0dd3-5776-2a09-e4fcf95423c4,Female,Liberal,High School,55-64,11.0,32.0,True,0.9411764705882353,4,2,4,5,327,38
0,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OR,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,5.0,51.0,True,0.7126436781609196,1,1,4,2,400,36
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AZ,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,11.0,53.0,True,0.8555555555555555,1,1,4,2,400,3
6,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VA,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,11.0,7.0,True,0.8795180722891566,1,1,4,2,400,44
11,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,RI,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,4.0,42.0,True,0.9411764705882353,1,1,4,2,400,38
13,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,FL,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,4.0,73.0,True,0.6986301369863014,1,1,4,2,400,8
15,False,100.0,It is certainly correct,False,100.0,It is certainly correct,True,NH,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,10.0,12.0,False,0.7560975609756098,1,1,4,2,400,29
16,False,100.0,It is certainly correct,False,100.0,It is certainly correct,True,VT,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,9.0,8.0,False,0.7435897435897436,1,1,4,2,400,45
17,False,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MI,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,5.0,60.0,False,0.726027397260274,1,1,4,2,400,21
19,False,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CT,f89be7db-a637-628f-66c3-d1b00ece080e,Male,Very Conservative,High School,25-34,14.0,51.0,False,0.8472222222222222,1,1,4,2,400,6
1,True,81.0,I am unsure if it is correct,False,94.0,It is probably correct,True,MA,03c3a5f2-ece5-20d5-3eea-93e8201c2227,Female,Moderate,Graduate Degree or Higher,35-44,7.0,2.0,True,0.821917808219178,3,2,1,3,8,18
3,True,100.0,It is certainly correct,False,91.0,It is probably correct,True,AR,03c3a5f2-ece5-20d5-3eea-93e8201c2227,Female,Moderate,Graduate Degree or Higher,35-44,7.0,25.0,True,0.8253968253968254,3,2,1,3,8,2
5,False,100.0,It is certainly correct,False,100.0,It is certainly correct,True,TN,03c3a5f2-ece5-20d5-3eea-93e8201c2227,Female,Moderate,Graduate Degree or Higher,35-44,2.0,42.0,False,0.8082191780821918,3,2,1,3,8,41
8,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MI,03c3a5f2-ece5-20d5-3eea-93e8201c2227,Female,Moderate,Graduate Degree or Higher,35-44,7.0,85.0,True,0.726027397260274,3,2,1,3,8,21
13,True,100.0,It is certainly correct,True,99.0,It is certainly correct,True,CA,03c3a5f2-ece5-20d5-3eea-93e8201c2227,Female,Moderate,Graduate Degree or Higher,35-44,14.0,73.0,True,0.9393939393939394,3,2,1,3,8,4
19,False,53.0,I am unsure if it is correct,False,92.0,It is probably correct,True,NM,03c3a5f2-ece5-20d5-3eea-93e8201c2227,Female,Moderate,Graduate Degree or Higher,35-44,5.0,23.0,False,0.7671232876712328,3,2,1,3,8,31
1,True,100.0,It is certainly correct,True,66.0,It is probably correct,True,NJ,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,2.0,86.0,True,0.7045454545454546,1,2,1,3,169,30
7,False,91.0,It is probably correct,True,96.0,It is certainly correct,True,VT,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,5.0,89.0,False,0.7435897435897436,1,2,1,3,169,45
8,False,88.0,I am unsure if it is correct,True,98.0,It is certainly correct,True,AK,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,11.0,44.0,False,0.8108108108108109,1,2,1,3,169,0
10,True,97.0,It is certainly correct,True,90.0,It is certainly correct,True,VA,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,7.0,53.0,True,0.8795180722891566,1,2,1,3,169,44
12,False,88.0,It is certainly correct,True,95.0,It is certainly correct,True,RI,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,8.0,47.0,False,0.9411764705882353,1,2,1,3,169,38
14,False,93.0,It is probably correct,True,97.0,It is certainly correct,True,Il,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,10.0,43.0,False,0.7866666666666666,1,2,1,3,169,14
17,True,100.0,It is certainly correct,False,93.0,It is probably correct,True,WI,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,4.0,45.0,True,0.8169014084507042,1,2,1,3,169,47
19,False,97.0,It is probably correct,False,89.0,It is probably correct,True,KY,6e969aca-5644-1f75-6bd2-acbdbdb2481d,Female,Very Conservative,Graduate Degree or Higher,35-44,1.0,36.0,False,0.6029411764705882,1,2,1,3,169,16
5,False,97.0,I am unsure if it is correct,False,91.0,It is probably correct,True,WA,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,10.0,76.0,False,0.6944444444444444,2,2,3,3,385,46
6,False,86.0,I am unsure if it is correct,True,84.0,I am unsure if it is correct,True,NH,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,15.0,71.0,False,0.7560975609756098,2,2,3,3,385,29
7,True,86.0,I am unsure if it is correct,True,79.0,I am unsure if it is correct,True,MD,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,9.0,89.0,True,0.7261904761904762,2,2,3,3,385,19
8,False,69.0,I am unsure if it is correct,False,84.0,I am unsure if it is correct,True,NJ,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,7.0,41.0,False,0.7045454545454546,2,2,3,3,385,30
10,False,61.0,I am unsure if it is correct,False,82.0,It is probably correct,True,MO,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,12.0,34.0,False,0.7222222222222222,2,2,3,3,385,23
12,False,88.0,It is probably correct,True,86.0,It is probably correct,True,ND,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,11.0,58.0,False,0.7361111111111112,2,2,3,3,385,27
13,True,81.0,I am unsure if it is correct,True,91.0,I am unsure if it is correct,True,SD,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,1.0,58.0,True,0.7027027027027027,2,2,3,3,385,40
15,True,64.0,I am unsure if it is correct,True,81.0,It is probably correct,True,VT,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,6.0,75.0,True,0.7435897435897436,2,2,3,3,385,45
18,False,85.0,I am unsure if it is correct,True,82.0,It is probably correct,True,KS,ef67dcb3-0fb2-595f-9aab-ea4c5f04c16f,Female,Conservative,Some College,35-44,5.0,67.0,False,0.75,2,2,3,3,385,15
4,True,90.0,I am unsure if it is correct,True,93.0,I am unsure if it is correct,True,KS,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,14.0,3.0,True,0.75,4,1,1,1,204,15
5,True,96.0,I am unsure if it is correct,True,92.0,I am unsure if it is correct,True,NC,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,1.0,3.0,True,0.8170731707317073,4,1,1,1,204,26
6,True,86.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,OH,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,11.0,32.0,True,0.9571428571428572,4,1,1,1,204,34
7,True,91.0,I am unsure if it is correct,True,93.0,I am unsure if it is correct,True,ID,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,13.0,41.0,True,0.8051948051948052,4,1,1,1,204,12
8,True,92.0,I am unsure if it is correct,True,92.0,I am unsure if it is correct,True,MD,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,5.0,73.0,True,0.7261904761904762,4,1,1,1,204,19
10,True,86.0,I am unsure if it is correct,True,92.0,I am unsure if it is correct,True,CT,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,7.0,12.0,True,0.8472222222222222,4,1,1,1,204,6
13,True,89.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,FL,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,5.0,38.0,True,0.6986301369863014,4,1,1,1,204,8
14,True,93.0,I am unsure if it is correct,True,93.0,I am unsure if it is correct,True,TN,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,3.0,31.0,True,0.8082191780821918,4,1,1,1,204,41
15,True,95.0,I am unsure if it is correct,True,93.0,It is probably correct,True,IA,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,5.0,58.0,True,0.9014084507042254,4,1,1,1,204,11
16,True,91.0,I am unsure if it is correct,True,96.0,I am unsure if it is correct,True,RI,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,10.0,19.0,True,0.9411764705882353,4,1,1,1,204,38
18,True,94.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,MI,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,14.0,12.0,True,0.726027397260274,4,1,1,1,204,21
19,True,72.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,OK,80df764e-40f7-f305-2256-40f4b770ee98,Male,Liberal,Graduate Degree or Higher,18-24,1.0,50.0,True,0.8481012658227848,4,1,1,1,204,35
0,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OH,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,10.0,46.0,True,0.9571428571428572,4,1,2,2,255,34
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OK,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,15.0,37.0,True,0.8481012658227848,4,1,2,2,255,35
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MO,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,6.0,9.0,True,0.7222222222222222,4,1,2,2,255,23
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,TN,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,1.0,39.0,True,0.8082191780821918,4,1,2,2,255,41
8,False,100.0,It is certainly correct,False,100.0,It is certainly correct,True,SC,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,4.0,71.0,False,0.7777777777777778,4,1,2,2,255,39
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MS,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,13.0,67.0,True,0.881578947368421,4,1,2,2,255,24
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NV,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,1.0,72.0,True,0.7142857142857143,4,1,2,2,255,32
11,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MI,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,6.0,34.0,True,0.726027397260274,4,1,2,2,255,21
15,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,UT,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,4.0,13.0,True,0.875,4,1,2,2,255,43
17,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VA,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,12.0,97.0,True,0.8795180722891566,4,1,2,2,255,44
18,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,TX,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,4.0,30.0,True,0.8095238095238095,4,1,2,2,255,42
19,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AR,a2e069a0-6405-ece7-1db8-5fcb61b4fa77,Male,Liberal,College,25-34,1.0,85.0,True,0.8253968253968254,4,1,2,2,255,2
0,True,62.0,I am unsure if it is correct,True,82.0,It is probably correct,True,ME,260100b0-baff-8ab1-fca8-362aaf491467,Female,Very Liberal,Some College,55-64,11.0,87.0,True,0.6941176470588235,5,2,3,5,54,20
6,True,91.0,It is probably correct,True,85.0,It is probably correct,True,DE,260100b0-baff-8ab1-fca8-362aaf491467,Female,Very Liberal,Some College,55-64,6.0,49.0,True,0.7764705882352941,5,2,3,5,54,7
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NE,260100b0-baff-8ab1-fca8-362aaf491467,Female,Very Liberal,Some College,55-64,14.0,52.0,True,0.7625,5,2,3,5,54,28
14,True,97.0,It is certainly correct,True,100.0,It is certainly correct,True,ID,260100b0-baff-8ab1-fca8-362aaf491467,Female,Very Liberal,Some College,55-64,13.0,94.0,True,0.8051948051948052,5,2,3,5,54,12
16,False,76.0,I am unsure if it is correct,False,94.0,It is certainly correct,True,AR,260100b0-baff-8ab1-fca8-362aaf491467,Female,Very Liberal,Some College,55-64,14.0,1.0,False,0.8253968253968254,5,2,3,5,54,2
